"Order Date","Customer Name","State","Category","Sub-Category","Product Name","Sales","Quantity","Profit"
"6/22/2017","Rick Bensley","Michigan","Furniture","Chairs","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,146.388
"9/2/2014","Sanjit Chand","Arkansas","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System",1793.98,2,843.1706
"10/1/2015","Eric Murdock","Illinois","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",2.992,4,-4.488
"10/1/2015","Eric Murdock","Illinois","Technology","Accessories","Lenovo 17-Key USB Numeric Keypad",108.768,4,2.7192
"4/7/2015","Resi Pölking","New York","Office Supplies","Paper","Xerox 192",25.92,4,12.4416
"4/7/2015","Resi Pölking","New York","Office Supplies","Storage","X-Rack File for Hanging Folders",22.58,2,5.8708
"11/21/2017","Henia Zydlo","Texas","Technology","Phones","Motorola HK250 Universal Bluetooth Headset",55.176,3,-12.4146
"12/17/2016","Adrian Barton","Michigan","Office Supplies","Binders","GBC Ibimaster 500 Manual ProClick Binding System",9892.74,13,4946.37
"9/19/2014","Neil Ducich","Arizona","Furniture","Tables","Hon 2111 Invitation Series Straight Table",73.915,1,-45.8273
"9/28/2014","Xylona Preis","Florida","Furniture","Furnishings","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",337.088,4,16.8544
"9/22/2015","Muhammed MacIntyre","California","Office Supplies","Appliances","Kensington 6 Outlet Guardian Standard Surge Protector",61.44,3,16.5888
"11/7/2016","Marina Lichtenstein","California","Technology","Accessories","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",479.97,3,163.1898
"12/16/2017","Kalyca Meade","California","Office Supplies","Binders","Accohide Poly Flexible Ring Binders",5.984,2,2.244
"12/16/2017","Kalyca Meade","California","Technology","Accessories","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB",189.95,5,45.588
"12/16/2017","Kalyca Meade","California","Technology","Accessories","Microsoft Natural Ergonomic Keyboard 4000",149.95,5,31.4895
"12/16/2017","Kalyca Meade","California","Office Supplies","Art","Bulldog Table or Wall-Mount Pencil Sharpener",29.95,5,8.6855
"12/16/2017","Kalyca Meade","California","Office Supplies","Labels","Avery 475",44.4,3,22.2
"9/21/2014","Sara Luxemburg","New York","Office Supplies","Art","Boston 16801 Nautilus Battery Pencil Sharpener",66.03,3,17.1678
"5/18/2015","Anthony Jacobs","California","Office Supplies","Paper","Wirebound Message Book, 4 per Page",10.86,2,5.3214
"3/26/2014","Damala Kotsonis","California","Office Supplies","Art","Newell 308",3.36,2,0.84
"3/26/2014","Damala Kotsonis","California","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings",27.936,4,9.4284
"3/26/2014","Damala Kotsonis","California","Technology","Phones","Griffin GC17055 Auxiliary Audio Cable",28.784,2,2.8784
"9/22/2017","Berenike Kampe","California","Office Supplies","Supplies","Fiskars Softgrip Scissors",21.96,2,6.1488
"9/12/2015","Craig Carreira","Washington","Technology","Accessories","Memorex Froggy Flash Drive 4 GB",21.98,2,8.5722
"11/2/2015","Emily Ducich","New York","Furniture","Chairs","Hon Olson Stacker Chairs",2621.322,11,553.3902
"10/20/2015","Stewart Visinsky","California","Furniture","Furnishings","Nu-Dell Oak Frame",74.76,7,23.9232
"10/20/2015","Stewart Visinsky","California","Furniture","Tables","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",364.776,3,27.3582
"6/14/2016","Anthony Rawles","Washington","Furniture","Tables","Hon Non-Folding Utility Tables",1115.17,7,334.551
"11/20/2015","Chris Selesnick","California","Office Supplies","Binders","Performers Binder/Pad Holder, Black",89.696,4,33.636
"11/20/2015","Chris Selesnick","California","Office Supplies","Labels","Avery 485",50.12,4,23.5564
"2/28/2016","Rick Reed","New York","Office Supplies","Fasteners","Staples",36.48,6,18.24
"10/14/2014","Bradley Drucker","Illinois","Office Supplies","Paper","Xerox 1951",322.192,13,100.685
"10/14/2014","Bradley Drucker","Illinois","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,3,-4.8609
"10/14/2014","Bradley Drucker","Illinois","Office Supplies","Paper","Xerox 1903",19.136,4,6.9368
"5/26/2017","Bryan Mills","Virginia","Technology","Accessories","Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,6.924
"2/4/2016","Maribeth Schnelling","Maryland","Technology","Phones","AT&T 17929 Lendline Telephone",90.48,2,23.5248
"9/2/2016","Becky Martin","Washington","Furniture","Chairs","Global Leather Task Chair, Black",215.976,3,-2.6997
"9/2/2016","Becky Martin","Washington","Office Supplies","Envelopes","Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.9918
"12/4/2017","Katrina Edelman","Pennsylvania","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",11.352,3,2.6961
"6/12/2015","Sam Zeldin","Indiana","Office Supplies","Storage","Recycled Eldon Regeneration Jumbo File",24.56,2,6.8768
"9/4/2016","Mick Brown","Missouri","Office Supplies","Envelopes","Staple envelope",16.56,2,7.7832
"9/4/2016","Mick Brown","Missouri","Technology","Accessories","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",279.95,5,67.188
"4/21/2014","Dorothy Badders","Kentucky","Office Supplies","Storage","SAFCO Commercial Wire Shelving, Black",828.84,6,0
"11/5/2015","Christy Brittain","Ohio","Office Supplies","Binders","Insertable Tab Post Binder Dividers",7.218,3,-5.5338
"11/5/2015","Christy Brittain","Ohio","Office Supplies","Supplies","Acme Titanium Bonded Scissors",27.2,4,2.04
"11/3/2014","Stephanie Phelps","Nebraska","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard",89.97,3,18.8937
"2/16/2016","Giulietta Weimer","Kentucky","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",318.08,4,34.9888
"2/16/2016","Giulietta Weimer","Kentucky","Office Supplies","Binders","Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders",5.8,1,2.61
"9/11/2017","Ken Heidel","California","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4",143.952,6,17.994
"9/11/2017","Ken Heidel","California","Office Supplies","Paper","Xerox 192",19.44,3,9.3312
"11/2/2017","Barry Gonzalez","Virginia","Office Supplies","Art","Newell 318",5.56,2,1.4456
"2/6/2015","Lori Olson","Virginia","Office Supplies","Storage","Tennsco Industrial Shelving",146.73,3,2.9346
"2/6/2015","Lori Olson","Virginia","Office Supplies","Paper","Xerox 1920",29.9,5,13.455
"9/10/2016","Dianna Vittorini","California","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System",276.784,2,89.9548
"9/26/2016","Lisa Ryan","Texas","Office Supplies","Appliances","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",93.032,2,-251.1864
"9/26/2016","Lisa Ryan","Texas","Furniture","Chairs","High-Back Leather Manager's Chair",454.965,5,-136.4895
"12/15/2015","Rick Reed","North Carolina","Technology","Phones","Cisco Small Business SPA 502G VoIP phone",246.168,3,21.5397
"9/17/2016","Troy Staebel","Ohio","Office Supplies","Storage","Safco Industrial Shelving",295.4,5,-62.7725
"10/13/2017","Alan Hwang","Kentucky","Office Supplies","Storage","Trav-L-File Heavy-Duty Shuttle II, Black",348.56,8,104.568
"6/28/2015","Dorothy Wardle","Ohio","Office Supplies","Paper","Xerox 1999",15.552,3,5.4432
"6/28/2015","Dorothy Wardle","Ohio","Furniture","Bookcases","Sauder Forest Hills Library with Doors, Woodland Oak Finish",482.94,6,-376.6932
"6/1/2015","Ashley Jarboe","Michigan","Technology","Phones","Polycom CX300 Desktop Phone USB VoIP phone",299.98,2,83.9944
"6/1/2015","Ashley Jarboe","Michigan","Office Supplies","Binders","Catalog Binders with Expanding Posts",403.68,6,181.656
"6/1/2015","Ashley Jarboe","Michigan","Technology","Phones","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",41.9,2,11.732
"6/1/2015","Ashley Jarboe","Michigan","Office Supplies","Labels","Avery 491",28.91,7,13.2986
"4/12/2014","Stewart Visinsky","Indiana","Office Supplies","Paper","Xerox 213",32.4,5,15.552
"10/12/2017","Matthew Grinstein","Texas","Technology","Phones","Clarity 53712",369.544,7,27.7158
"10/12/2017","Matthew Grinstein","Texas","Office Supplies","Paper","Xerox 1993",10.368,2,3.7584
"10/12/2017","Matthew Grinstein","Texas","Technology","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System",791.88,3,128.6805
"11/7/2015","Adrian Barton","Texas","Office Supplies","Art","Lumber Crayons",23.64,3,5.319
"11/7/2015","Adrian Barton","Texas","Office Supplies","Storage","Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,-16.9568
"11/7/2015","Adrian Barton","Texas","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors",64.96,5,-84.448
"11/7/2015","Adrian Barton","Texas","Office Supplies","Binders","Avery Recycled Flexi-View Covers for Binding Systems",32.06,10,-51.296
"11/7/2015","Adrian Barton","Texas","Office Supplies","Storage","Fellowes Recycled Storage Drawers",177.648,2,-28.8678
"11/7/2015","Adrian Barton","Texas","Technology","Machines","Canon PC170 Desktop Personal Copier",287.91,3,33.5895
"5/25/2015","Muhammed MacIntyre","Texas","Office Supplies","Supplies","Fiskars Spring-Action Scissors",22.368,2,1.6776
"5/25/2015","Muhammed MacIntyre","Texas","Office Supplies","Paper","Xerox 1978",32.368,7,11.7334
"5/25/2015","Muhammed MacIntyre","Texas","Technology","Accessories","Logitech G35 7.1-Channel Surround Sound Headset",207.984,2,36.3972
"10/13/2014","Michelle Arnett","Virginia","Office Supplies","Envelopes","Pastel Pink Envelopes",36.4,5,17.472
"10/13/2014","Michelle Arnett","Virginia","Technology","Accessories","SanDisk Cruzer 16 GB USB Flash Drive",22.96,2,4.3624
"10/13/2014","Michelle Arnett","Virginia","Office Supplies","Storage","Space Solutions Industrial Galvanized Steel Shelving.",315.2,4,6.304
"10/13/2014","Michelle Arnett","Virginia","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",15.18,3,7.1346
"2/7/2016","Erica Bern","California","Technology","Phones","Motorola L703CM",623.96,5,38.9975
"1/19/2017","Neola Schneider","Pennsylvania","Technology","Phones","Wilson Electronics DB Pro Signal Booster",429.6,2,-93.08
"1/19/2017","Neola Schneider","Pennsylvania","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",31.968,2,6.3936
"1/19/2017","Neola Schneider","Pennsylvania","Furniture","Chairs","Global Comet Stacking Arm Chair",887.271,3,-63.3765
"1/19/2017","Neola Schneider","Pennsylvania","Office Supplies","Paper","Strathmore Photo Mount Cards",21.696,4,7.0512
"6/6/2016","Ross Baird","California","Office Supplies","Labels","Avery 488",22.05,7,10.584
"6/6/2016","Ross Baird","California","Office Supplies","Paper","Xerox Blank Computer Paper",99.9,5,46.953
"3/18/2017","Jason Klamczynski","California","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors",90.86,7,26.3494
"11/24/2017","Patrick Ryan","California","Office Supplies","Paper","Southworth 100% Résumé Paper, 24lb.",7.78,1,3.501
"11/26/2016","Eric Hoffmann","Pennsylvania","Office Supplies","Binders","Binding Machine Supplies",78.759,9,-57.7566
"8/18/2016","Matt Abelman","Texas","Furniture","Furnishings","Staple-based wall hangings",9.552,3,-3.8208
"8/18/2016","Matt Abelman","Texas","Furniture","Furnishings","OIC Stacking Trays",5.344,4,-2.1376
"11/28/2015","Michelle Arnett","New Mexico","Office Supplies","Art","BIC Brite Liner Highlighters",8.28,2,3.4776
"5/25/2017","Jeremy Lonsdale","Texas","Office Supplies","Storage","Iris 3-Drawer Stacking Bin, Black",50.136,3,-11.2806
"9/4/2017","Aaron Smayling","Oregon","Office Supplies","Binders","Avery Trapezoid Extra Heavy Duty 4"" Binders",88.074,7,-58.716
"3/24/2016","Dan Campbell","Ohio","Furniture","Bookcases","O'Sullivan Living Dimensions 3-Shelf Bookcases",301.47,3,-241.176
"3/24/2016","Dan Campbell","Ohio","Office Supplies","Art","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",18.656,2,1.6324
"5/28/2017","Michael Dominguez","Maryland","Furniture","Furnishings","DAX Wood Document Frame",27.46,2,9.8856
"5/28/2017","Michael Dominguez","Maryland","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector",125.13,3,36.2877
"8/31/2015","Rick Huthwaite","California","Technology","Phones","Toshiba IPT2010-SD IP Telephone",555.96,5,41.697
"4/12/2016","Thomas Boland","North Carolina","Office Supplies","Storage","Fellowes Bankers Box Recycled Super Stor/Drawer",129.552,3,-22.6716
"4/12/2016","Thomas Boland","North Carolina","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System",51.984,1,-5.1984
"4/12/2016","Thomas Boland","North Carolina","Office Supplies","Paper","TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.272,3,3.4668
"2/2/2014","Eric Barreto","Florida","Office Supplies","Binders","Surelock Post Binders",18.336,2,-12.224
"2/2/2014","Eric Barreto","Florida","Technology","Phones","AT&T 17929 Lendline Telephone",180.96,5,13.572
"9/2/2014","Bryan Mills","Illinois","Technology","Accessories","Logitech Gaming G510s - Keyboard",475.944,7,95.1888
"9/30/2017","Bradley Talbott","California","Technology","Accessories","Razer Kraken PRO Over Ear PC and Music Headset",159.98,2,47.994
"9/5/2016","Fred Wasserman","New York","Technology","Phones","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,4,12.208
"5/20/2017","Rick Duston","Nevada","Office Supplies","Binders","Wilson Jones Impact Binders",8.288,2,3.0044
"5/20/2017","Rick Duston","Nevada","Technology","Phones","Motorola L703CM",1123.128,9,70.1955
"5/20/2017","Rick Duston","Nevada","Office Supplies","Appliances","Fellowes Basic Home/Office Series Surge Protectors",64.9,5,18.821
"9/20/2015","Theone Pippenger","Illinois","Office Supplies","Binders","Acco Translucent Poly Ring Binders",2.808,3,-4.4928
"1/23/2016","Claudia Bergmann","Vermont","Technology","Accessories","Logitech Wireless Marathon Mouse M705",99.98,2,42.9914
"1/23/2016","Claudia Bergmann","Vermont","Office Supplies","Art","4009 Highlighters",8.04,6,2.7336
"1/23/2016","Claudia Bergmann","Vermont","Office Supplies","Storage","Iceberg Mobile Mega Data/Printer Cart",1564.29,13,406.7154
"6/1/2014","Quincy Jones","Michigan","Office Supplies","Binders","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges",138.56,4,66.5088
"6/1/2014","Quincy Jones","Michigan","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor",65.52,5,12.376
"9/24/2015","Kunst Miller","Arizona","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils",14.576,2,2.3686
"9/24/2015","Kunst Miller","Arizona","Technology","Accessories","HP Standard 104 key PS/2 Keyboard",23.2,2,1.45
"9/24/2015","Kunst Miller","Arizona","Office Supplies","Art","Newell 317",16.464,7,1.8522
"8/1/2016","Khloe Miller","Pennsylvania","Furniture","Furnishings","Eldon 500 Class Desk Accessories",19.312,2,3.1382
"1/23/2014","Ionia McGrath","Nevada","Office Supplies","Paper","Xerox 195",40.08,6,19.2384
"8/4/2014","Marina Lichtenstein","Maine","Office Supplies","Appliances","Eureka The Boss Cordless Rechargeable Stick Vac",101.96,2,27.5292
"8/4/2014","Marina Lichtenstein","Maine","Office Supplies","Paper","Southworth 25% Cotton Premium Laser Paper and Envelopes",259.74,13,124.6752
"8/4/2014","Marina Lichtenstein","Maine","Technology","Accessories","Maxell 4.7GB DVD-R",255.42,9,104.7222
"8/9/2016","Gary Hansen","Tennessee","Office Supplies","Binders","Tuff Stuff Recycled Round Ring Binders",4.338,3,-3.0366
"8/9/2016","Gary Hansen","Tennessee","Office Supplies","Binders","Avery Durable Slant Ring Binders",11.88,5,-7.92
"12/8/2016","Arthur Gainer","Wisconsin","Furniture","Bookcases","Bush Westfield Collection Bookcases, Dark Cherry Finish",405.86,7,32.4688
"12/8/2016","Arthur Gainer","Wisconsin","Furniture","Chairs","Hon GuestStacker Chair",680.01,3,176.8026
"6/8/2015","Maureen Gnade","Illinois","Technology","Accessories","Maxell 4.7GB DVD+R 5/Pack",2.376,3,0.7425
"6/8/2015","Maureen Gnade","Illinois","Office Supplies","Appliances","Hoover Shoulder Vac Commercial Portable Vacuum",143.128,2,-393.602
"6/24/2016","Max Jones","California","Technology","Machines","Okidata MB760 Printer",4476.8,4,503.64
"6/24/2016","Max Jones","California","Office Supplies","Paper","Xerox 189",104.85,1,50.328
"6/24/2016","Max Jones","California","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector",241.44,3,72.432
"3/15/2016","Sanjit Jacobs","Mississippi","Office Supplies","Paper","Xerox 1964",319.76,14,147.0896
"3/15/2016","Sanjit Jacobs","Mississippi","Office Supplies","Paper","Xerox 1964",45.68,2,21.0128
"12/1/2016","Laurel Beltran","California","Furniture","Furnishings","Tenex Chairmats For Use With Carpeted Floors",31.96,2,1.598
"12/1/2016","Laurel Beltran","California","Office Supplies","Paper","Xerox 1886",47.9,1,22.992
"12/1/2016","Laurel Beltran","California","Office Supplies","Storage","Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1112.94,3,222.588
"12/1/2016","Laurel Beltran","California","Office Supplies","Envelopes","#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",22.92,3,11.2308
"6/12/2017","Sarah Brown","Washington","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4",71.976,3,8.997
"6/12/2017","Sarah Brown","Washington","Office Supplies","Paper","Xerox 203",19.44,3,9.3312
"3/19/2016","Corey Catlett","Tennessee","Office Supplies","Binders","Ibico Recycled Grain-Textured Covers",31.086,3,-20.724
"11/14/2016","Darren Powers","New York","Technology","Phones","SmartStand Mobile Device Holder, Assorted Colors",13.98,2,3.9144
"11/14/2016","Darren Powers","New York","Office Supplies","Art","Boston Home & Office Model 2000 Electric Pencil Sharpeners",23.65,1,6.149
"8/7/2017","Jeremy Lonsdale","California","Technology","Phones","Polycom VoiceStation 500 Conference phone",707.88,3,44.2425
"8/7/2017","Jeremy Lonsdale","California","Office Supplies","Binders","Cardinal Holdit Business Card Pockets",11.952,3,4.1832
"8/7/2017","Jeremy Lonsdale","California","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3,11.673
"8/7/2017","Jeremy Lonsdale","California","Technology","Accessories","Sony Micro Vault Click 4 GB USB 2.0 Flash Drive",55.76,4,7.8064
"8/7/2017","Jeremy Lonsdale","California","Office Supplies","Paper","Xerox 1881",24.56,2,11.5432
"8/7/2017","Jeremy Lonsdale","California","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,15.525
"8/7/2017","Jeremy Lonsdale","California","Furniture","Chairs","Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs",207.184,1,25.898
"8/7/2017","Jeremy Lonsdale","California","Office Supplies","Appliances","3.6 Cubic Foot Counter Height Office Refrigerator",1473.1,5,412.468
"8/21/2015","Sean Miller","Pennsylvania","Office Supplies","Supplies","Staple remover",3.488,2,-0.6976
"8/21/2015","Sean Miller","Pennsylvania","Technology","Accessories","Sabrent 4-Port USB 2.0 Hub",21.728,4,3.8024
"8/21/2015","Sean Miller","Pennsylvania","Office Supplies","Storage","SAFCO Commercial Wire Shelving, Black",663.072,6,-165.768
"8/21/2015","Sean Miller","Pennsylvania","Office Supplies","Binders","GBC DocuBind P100 Manual Binding Machine",99.588,2,-82.99
"8/21/2015","Sean Miller","Pennsylvania","Office Supplies","Paper","Xerox 1979",49.568,2,15.49
"11/2/2015","Barry Blumstein","Texas","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",29.372,7,-46.9952
"11/2/2015","Barry Blumstein","Texas","Technology","Phones","Aastra 6757i CT Wireless VoIP phone",344.704,2,38.7792
"11/30/2014","Philip Brown","Arizona","Office Supplies","Supplies","Acme Office Executive Series Stainless Steel Trimmers",47.992,7,3.5994
"11/30/2014","Philip Brown","Arizona","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",102.24,4,-16.614
"5/10/2014","Greg Matthias","California","Office Supplies","Paper","Southworth 25% Cotton Premium Laser Paper and Envelopes",39.96,2,19.1808
"5/10/2014","Greg Matthias","California","Technology","Phones","Wilson Electronics DB Pro Signal Booster",1432,5,125.3
"5/10/2014","Greg Matthias","California","Office Supplies","Supplies","Acme Design Stainless Steel Bent Scissors",41.04,6,11.0808
"5/10/2014","Greg Matthias","California","Furniture","Chairs","Hon Pagoda Stacking Chairs",256.784,1,32.098
"10/17/2016","Nick Radford","New Jersey","Furniture","Bookcases","O'Sullivan Living Dimensions 2-Shelf Bookcases",120.98,1,12.098
"10/17/2016","Nick Radford","New Jersey","Office Supplies","Binders","GBC ProClick 150 Presentation Binding System",315.98,1,148.5106
"10/30/2016","Edward Hooks","New York","Office Supplies","Binders","GBC Personal VeloBind Strips",28.752,3,10.0632
"10/30/2016","Edward Hooks","New York","Office Supplies","Art","Boston KS Multi-Size Manual Pencil Sharpener",114.95,5,32.186
"12/1/2016","Fred Hopkins","California","Office Supplies","Art","Sanford Colorific Colored Pencils, 12/Box",23.04,8,6.912
"4/21/2016","Brian Thompson","Connecticut","Office Supplies","Art","Colorific Watercolor Pencils",15.48,3,4.4892
"4/21/2016","Brian Thompson","Connecticut","Office Supplies","Paper","Xerox 209",51.84,8,24.8832
"8/3/2017","Adrian Barton","Illinois","Technology","Accessories","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse",39.816,3,7.4655
"8/3/2017","Scot Coram","Washington","Office Supplies","Storage","Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",16.06,1,4.1756
"12/11/2017","Roy Skaria","Iowa","Office Supplies","Envelopes","Pastel Pink Envelopes",7.28,1,3.4944
"12/11/2017","Roy Skaria","Iowa","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters",5.4,3,2.592
"3/14/2015","Arianne Irving","California","Office Supplies","Paper","Xerox 223",19.44,3,9.3312
"12/8/2014","Denny Joy","California","Furniture","Furnishings","Luxo Economy Swing Arm Lamp",39.88,2,11.1664
"12/8/2014","Denny Joy","California","Furniture","Furnishings","DAX Natural Wood-Tone Poster Frame",79.44,3,28.5984
"9/30/2017","Barbara Fisher","Pennsylvania","Office Supplies","Labels","Self-Adhesive Address Labels for Typewriters with Dispenser Box",20.664,7,6.9741
"11/21/2016","Tiffany House","California","Office Supplies","Paper","Xerox 222",32.4,5,15.552
"11/24/2017","Jason Gross","Texas","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",13.762,1,-24.7716
"11/14/2017","Arthur Wiediger","Minnesota","Office Supplies","Envelopes","Security-Tint Envelopes",15.28,2,7.4872
"8/16/2015","Joni Wasserman","Pennsylvania","Office Supplies","Storage","Iris Project Case",44.688,7,3.3516
"8/16/2015","Joni Wasserman","Pennsylvania","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak",301.47,3,-204.9996
"10/13/2017","Michelle Huthwaite","Louisiana","Office Supplies","Labels","Avery 52",11.07,3,5.2029
"10/13/2017","Michelle Huthwaite","Louisiana","Furniture","Tables","Bretford Rectangular Conference Table Tops",1504.52,4,346.0396
"10/13/2017","Michelle Huthwaite","Louisiana","Office Supplies","Paper","Xerox 231",25.92,4,12.4416
"11/4/2017","Frank Merwin","Texas","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs",7.536,6,-13.188
"11/4/2017","Frank Merwin","Texas","Office Supplies","Binders","Self-Adhesive Ring Binder Labels",1.408,2,-2.3232
"11/4/2017","Frank Merwin","Texas","Office Supplies","Binders","Wilson Jones Impact Binders",4.144,4,-6.4232
"11/4/2017","Frank Merwin","Texas","Office Supplies","Storage","Rogers Deluxe File Chest",52.752,3,-12.5286
"3/19/2017","George Zrebassa","California","Office Supplies","Appliances","Belkin 5 Outlet SurgeMaster Power Centers",381.36,7,106.7808
"11/3/2014","Tracy Collins","California","Office Supplies","Art","Prang Dustless Chalk Sticks",6.72,4,3.36
"7/23/2017","Tracy Blumstein","California","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips",15.192,3,5.5071
"7/23/2017","Tracy Blumstein","California","Office Supplies","Paper","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)",58.32,9,27.9936
"12/27/2014","Resi Pölking","Arizona","Office Supplies","Binders","GBC DocuBind 300 Electric Binding Machine",946.764,6,-694.2936
"9/2/2016","Lena Radford","California","Furniture","Furnishings","Ultra Door Pull Handle",94.68,9,31.2444
"9/2/2016","Lena Radford","California","Office Supplies","Storage","Akro Stacking Bins",23.67,3,0.9468
"9/2/2016","Lena Radford","California","Technology","Phones","Cisco Unified IP Phone 7945G VoIP phone",1091.168,4,68.198
"9/2/2016","Lena Radford","California","Office Supplies","Art","Blackstonian Pencils",18.69,7,5.2332
"9/2/2016","Lena Radford","California","Furniture","Tables","Chromcraft Rectangular Conference Tables",568.728,3,28.4364
"9/2/2016","Lena Radford","California","Office Supplies","Binders","SpineVue Locking Slant-D Ring Binders by Cardinal",7.312,1,2.5592
"2/11/2017","Magdelene Morse","Ohio","Furniture","Furnishings","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",147.568,2,-3.6892
"10/27/2017","Nona Balk","Florida","Office Supplies","Paper","Easy-staple paper",56.784,7,20.5842
"10/27/2017","Nona Balk","Florida","Office Supplies","Binders","Avery Hole Reinforcements",5.607,3,-3.9249
"10/27/2017","Nona Balk","Florida","Office Supplies","Art","Rogers Handheld Barrel Pencil Sharpener",6.576,3,0.5754
"7/9/2014","Darrin Sayre","California","Office Supplies","Binders","Avery Hidden Tab Dividers for Binding Systems",14.304,6,4.6488
"7/9/2014","Darrin Sayre","California","Furniture","Bookcases","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,7.049
"7/9/2014","Darrin Sayre","California","Office Supplies","Art","Prang Drawing Pencil Set",5.56,2,2.224
"7/9/2014","Darrin Sayre","California","Office Supplies","Paper","Xerox 1967",32.4,5,15.552
"5/22/2017","Vicky Freymann","California","Office Supplies","Art","Newell 350",9.84,3,2.8536
"5/22/2017","Vicky Freymann","California","Office Supplies","Art","Newell 333",2.78,1,0.7228
"11/10/2016","Scott Williamson","New York","Office Supplies","Binders","Presstex Flexible Ring Binders",3.64,1,1.365
"11/10/2016","Scott Williamson","New York","Technology","Phones","BlackBerry Q10",881.93,7,220.4825
"12/2/2016","Pauline Webber","Iowa","Office Supplies","Binders","GBC White Gloss Covers, Plain Front",115.84,8,54.4448
"3/2/2017","Ken Dana","California","Office Supplies","Binders","Catalog Binders with Expanding Posts",107.648,2,33.64
"9/23/2017","Doug O'Connell","Arkansas","Technology","Accessories","Microsoft Wireless Mobile Mouse 4000",199.95,5,63.984
"9/23/2017","Doug O'Connell","Arkansas","Office Supplies","Paper","Xerox 225",12.96,2,6.2208
"2/11/2014","Guy Armstrong","Missouri","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray",60.89,1,15.2225
"2/11/2014","Guy Armstrong","Missouri","Office Supplies","Labels","Avery 483",14.94,3,6.8724
"2/11/2014","Guy Armstrong","Missouri","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders",9.64,2,4.4344
